x,y,z
-0.029296875,0.16699219,0.99218744
-0.030273438,0.16455078,0.99755853
-0.02685547,0.1665039,0.99755853
-0.020019531,0.16455078,0.99316406
-0.024414062,0.15966797,0.99658203
-0.025390625,0.1640625,1.0004883
-0.028320312,0.1616211,0.9897461
-0.023925781,0.1586914,0.9956055
-0.030761719,0.1665039,0.99609375
-0.022460938,0.1586914,0.99658203
-0.02685547,0.16748047,0.9946289
-0.02636719,0.15966797,0.99023443
-0.030273438,0.16015625,0.99414057
-0.024414062,0.16308594,0.9907226
-0.024414062,0.16210938,0.9936524
-0.0234375,0.16503906,0.9956055
-0.027832033,0.16357422,0.9892578
-0.027343752,0.16210938,0.9873047
-0.034179688,0.16113281,0.98095703
-0.025878904,0.16455078,0.9897461
-0.021484375,0.16015625,0.98779297
-0.020507812,0.1640625,0.98779297
-0.02685547,0.16015625,0.99023443
-0.017578125,0.15478516,0.9936524
-0.016601562,0.16210938,0.98583984
-0.021484375,0.1616211,0.9863281
-0.023925781,0.16064453,0.98486334
-0.0234375,0.1640625,0.9838867
-0.037109375,0.16552734,0.99023443
-0.03515625,0.1743164,0.9833985
-0.033203125,0.17773438,0.9980469
-0.028320312,0.17773438,0.9951172
-0.030273438,0.17919922,0.99755853
-0.028808594,0.17773438,0.99755853
-0.027343752,0.17089844,0.9951172
-0.025878904,0.16992188,0.9897461
-0.021484375,0.1694336,1.0073242
-0.023925781,0.1694336,0.9936524
-0.032714844,0.16552734,0.9980469
-0.028808594,0.16748047,1.0014648
-0.025878904,0.17236328,1.0019531
-0.03173828,0.17138672,0.9970704
-0.025878904,0.16455078,0.99609375
-0.025878904,0.17138672,0.99414057
-0.029296875,0.16894531,0.99316406
-0.025390625,0.1694336,0.9853515
-0.02685547,0.17138672,0.9853515
-0.028320312,0.17138672,0.9833985
-0.034179688,0.171875,0.9741211
-0.029785156,0.17382812,0.98046875
-0.02636719,0.1743164,0.9780274
-0.023925781,0.171875,0.98095703
-0.03125,0.16992188,0.9736328
-0.029296875,0.16894531,0.9814454
-0.030273438,0.16992188,0.97851557
-0.032714844,0.17480469,0.98046875
-0.027343752,0.16699219,0.9916992
-0.028808594,0.17236328,0.9926758
-0.030273438,0.16992188,0.9887695
-0.032226562,0.17480469,0.98828125
-0.02685547,0.17626953,0.9897461
-0.028320312,0.17285156,0.9897461
-0.028808594,0.1743164,0.98681647
-0.033691406,0.17285156,0.98583984
-0.034179688,0.17382812,0.98681647
-0.025878904,0.17529297,0.98291016
-0.025390625,0.17529297,0.99121094
-0.028320312,0.17626953,0.9863281
-0.033203125,0.17089844,0.9873047
-0.032226562,0.17675781,0.98095703
-0.03173828,0.16845703,0.97460943
-0.025878904,0.17578125,0.9863281
-0.027832033,0.171875,0.99121094
-0.025878904,0.17333984,0.9853515
-0.03173828,0.17236328,0.98779297
-0.02685547,0.17529297,0.9863281
-0.028808594,0.17285156,0.9946289
-0.030761719,0.16894531,0.9926758
-0.028808594,0.17919922,0.9907226
-0.030273438,0.1796875,0.9995117
-0.033691406,0.17382812,0.9951172
-0.028320312,0.1743164,0.99755853
-0.028320312,0.17578125,0.984375
-0.033203125,0.17236328,0.9824219
-0.030761719,0.1743164,0.9897461
-0.025390625,0.17578125,0.9838867
-0.03125,0.17675781,0.98291016
-0.021484375,0.1772461,0.98193353
-0.02685547,0.17626953,0.98583984
-0.037109375,0.1772461,0.98095703
-0.032226562,0.17236328,0.98291016
-0.034179688,0.17480469,0.9794922
-0.03173828,0.17382812,0.9863281
-0.028320312,0.17578125,0.98779297
-0.028320312,0.1772461,0.98095703
-0.028320312,0.17822266,0.98779297
-0.027343752,0.17333984,0.984375
-0.028808594,0.17285156,0.984375
-0.02636719,0.17626953,0.98779297
-0.032714844,0.17333984,0.99658203
-0.027832033,0.17578125,0.99121094
-0.028320312,0.17675781,0.98486334
-0.028320312,0.17773438,0.9833985
-0.028320312,0.17578125,0.9897461
-0.030761719,0.17675781,0.98828125
-0.027343752,0.17089844,0.99658203
-0.027343752,0.1772461,0.9892578
-0.032226562,0.17675781,0.99121094
-0.024902344,0.17333984,0.99023443
-0.033691406,0.17773438,0.9897461
-0.029785156,0.17236328,0.9853515
-0.023925781,0.18017578,0.98681647
-0.022460938,0.16992188,0.98681647
-0.029296875,0.171875,0.9956055
-0.030761719,0.17138672,0.98779297
-0.027832033,0.17919922,0.9936524
-0.024902344,0.17871094,0.9936524
-0.023925781,0.17578125,0.98291016
-0.022949219,0.17041016,0.99414057
-0.021484375,0.171875,0.98779297
-0.023925781,0.17675781,0.9853515
-0.02685547,0.17480469,0.9887695
-0.027832033,0.17578125,0.98828125
-0.034179688,0.17529297,0.9790039
-0.021484375,0.171875,0.9833985
-0.022460938,0.17236328,0.98681647
-0.028320312,0.17480469,0.9833985
-0.027832033,0.17773438,0.9897461
-0.027343752,0.17382812,0.98486334
-0.02685547,0.16796875,0.99121094
-0.0234375,0.17333984,0.9873047
-0.028808594,0.1796875,0.98828125
-0.0234375,0.1694336,0.9794922
-0.030761719,0.1772461,0.97851557
-0.024414062,0.17236328,0.99316406
-0.029785156,0.17285156,0.98486334
-0.020507812,0.17333984,0.9838867
-0.02685547,0.171875,0.9892578
-0.020996094,0.17773438,0.9887695
-0.021484375,0.1743164,0.9863281
-0.025878904,0.17236328,0.9853515
-0.028320312,0.1694336,0.9887695
-0.027832033,0.16845703,0.9863281
-0.03173828,0.17480469,0.9833985
-0.0234375,0.16992188,0.9916992
-0.02685547,0.16699219,0.9936524
-0.021972656,0.17138672,0.98828125
-0.018554688,0.16992188,0.99658203
-0.029296875,0.171875,0.9833985
-0.027343752,0.16992188,0.9990235
-0.03466797,0.17236328,0.99609375
-0.032714844,0.16894531,1.0014648
-0.03466797,0.1665039,0.9907226
-0.030761719,0.16601562,0.99316406
-0.030761719,0.1665039,0.99755853
-0.033691406,0.1640625,0.99414057
-0.022460938,0.15917969,0.99023443
-0.022949219,0.16503906,1.0009766
-0.029296875,0.17089844,0.9980469
-0.03466797,0.16894531,0.98779297
-0.028808594,0.16552734,0.9833985
-0.027832033,0.16503906,0.98486334
-0.015625,0.15673828,0.98291016
-0.014160156,0.1459961,0.9814454
-0.017578125,0.14697266,0.9790039
-0.016601562,0.15185547,0.9824219
-0.024414062,0.15185547,0.9887695
-0.030761719,0.16259766,0.9916992
-0.036621094,0.17382812,0.99218744
-0.038085938,0.17675781,0.98779297
-0.040527344,0.17773438,0.9956055
-0.04638672,0.1875,0.9824219
-0.045410156,0.1821289,0.9887695
-0.04736328,0.18896484,0.99023443
-0.040039062,0.18066406,0.9873047
-0.03173828,0.17626953,0.99023443
-0.030273438,0.171875,0.99658203
-0.029296875,0.16894531,0.99658203
-0.024902344,0.171875,0.9956055
-0.03515625,0.16748047,0.9946289
-0.030273438,0.1694336,0.99755853
-0.025878904,0.17285156,0.99658203
-0.027343752,0.17480469,1.0029297
-0.017578125,0.17138672,0.99853516
-0.025390625,0.17041016,1.0029297
-0.021484375,0.16992188,1.0029297
-0.029785156,0.17138672,0.9873047
-0.03125,0.17285156,0.99609375
-0.024902344,0.17138672,0.98828125
-0.024414062,0.16992188,0.9946289
-0.028320312,0.16796875,0.99609375
-0.028808594,0.1665039,0.9946289
-0.02685547,0.17138672,0.9897461
-0.027343752,0.17236328,0.99609375
-0.02636719,0.16992188,0.99218744
-0.029785156,0.16748047,0.9814454
-0.03173828,0.16552734,0.99121094
-0.029785156,0.16552734,0.99414057
-0.03125,0.17041016,0.99023443
-0.028808594,0.17236328,0.9907226
-0.030273438,0.17041016,0.99121094
-0.028320312,0.16601562,0.99121094
-0.024902344,0.16992188,0.9863281
-0.029785156,0.17089844,0.98681647
-0.029785156,0.16601562,0.9814454
-0.024902344,0.16992188,0.97509766
-0.027343752,0.16748047,0.9863281
-0.021972656,0.16796875,0.9926758
-0.020996094,0.17285156,0.9897461
-0.021484375,0.16894531,0.98828125
-0.028320312,0.16748047,0.9916992
-0.0234375,0.17138672,0.99121094
-0.03173828,0.17041016,0.9951172
-0.020507812,0.16992188,0.9873047
-0.028320312,0.16552734,0.99414057
-0.025390625,0.16992188,0.9887695
-0.024414062,0.17333984,0.9907226
-0.021484375,0.16845703,1.0014648
-0.024902344,0.1743164,0.9970704
-0.02636719,0.17529297,0.9980469
-0.023925781,0.16894531,0.9970704
-0.02636719,0.17333984,1.0014648
-0.021972656,0.16455078,0.9980469
-0.0234375,0.17236328,0.9916992
-0.027343752,0.1665039,0.9951172
-0.024414062,0.17041016,0.99121094
-0.030273438,0.17138672,0.9907226
-0.02685547,0.1694336,0.98779297
-0.02636719,0.17089844,0.9863281
-0.028320312,0.16796875,0.99218744
-0.028808594,0.16845703,0.9936524
-0.02685547,0.17089844,0.9907226
-0.024414062,0.17333984,0.98486334
-0.024902344,0.17529297,0.98291016
-0.029785156,0.17333984,0.9853515
-0.02685547,0.17138672,0.9887695
-0.027832033,0.17382812,0.9956055
-0.030761719,0.16894531,0.98779297
-0.028808594,0.16894531,0.99023443
-0.02685547,0.17333984,0.99316406
-0.03466797,0.16796875,0.98291016
-0.024902344,0.17041016,0.98828125
-0.030273438,0.17529297,0.9946289
-0.028808594,0.1694336,0.9863281
-0.023925781,0.17285156,0.9936524
-0.029785156,0.17236328,0.98681647
-0.023925781,0.16894531,0.99316406
-0.032714844,0.16845703,0.98681647
-0.028320312,0.17089844,0.98681647
-0.022460938,0.16699219,0.9887695
-0.029296875,0.17382812,0.9863281
-0.024902344,0.17382812,0.9936524
-0.020996094,0.16845703,0.9794922
-0.034179688,0.17578125,0.98193353
-0.02685547,0.16992188,0.9814454
-0.030761719,0.16992188,0.9824219
-0.032714844,0.171875,0.9853515
-0.032226562,0.17626953,0.9814454
-0.02685547,0.17285156,0.98681647
-0.027343752,0.17138672,0.9824219
-0.027832033,0.17041016,0.9838867
-0.03173828,0.17089844,0.98486334
-0.030761719,0.17675781,0.9951172
-0.032226562,0.17285156,0.98779297
-0.032714844,0.17041016,0.98828125
-0.033691406,0.16601562,0.9838867
-0.028320312,0.1743164,0.98583984
-0.027343752,0.17382812,0.9892578
-0.027343752,0.17333984,0.98779297
-0.023925781,0.1743164,0.99023443
-0.03466797,0.17822266,0.9907226
-0.032226562,0.171875,0.98828125
-0.032714844,0.17529297,0.98486334
-0.029296875,0.16992188,0.9897461
-0.02636719,0.16894531,0.98583984
-0.03125,0.17578125,0.98583984
-0.03173828,0.17333984,0.9936524
-0.03564453,0.16992188,0.9956055
-0.025878904,0.17578125,0.98779297
-0.03173828,0.17041016,0.9995117
-0.032226562,0.16992188,1.0004883
-0.033203125,0.1743164,0.99218744
-0.030761719,0.17089844,0.9916992
-0.029296875,0.17236328,0.9951172
-0.028808594,0.17480469,0.9863281
-0.032226562,0.16845703,0.9833985
-0.030273438,0.18066406,0.9853515
-0.02636719,0.17919922,0.98193353
-0.027343752,0.171875,0.98095703
-0.027832033,0.17578125,0.97851557
-0.03173828,0.1772461,0.98486334
-0.02636719,0.17675781,0.9814454
-0.027832033,0.17626953,0.98046875
-0.030761719,0.17773438,0.98095703
-0.033691406,0.17675781,0.98486334
-0.029785156,0.17236328,0.9863281
-0.028320312,0.17529297,0.9799804
-0.02636719,0.17871094,0.9824219
-0.029296875,0.17138672,0.9873047
-0.02636719,0.1796875,0.99121094
-0.025878904,0.17578125,0.984375
-0.027343752,0.17285156,0.9892578
-0.02636719,0.18066406,0.98291016
-0.027832033,0.17578125,0.9833985
-0.024414062,0.16894531,0.99218744
-0.025878904,0.1743164,0.99658203
-0.027343752,0.1694336,0.99609375
-0.0234375,0.17285156,0.97851557
-0.021484375,0.16699219,0.9946289
-0.0234375,0.17333984,0.9916992
-0.024902344,0.1796875,0.9873047
-0.024902344,0.1665039,0.9951172
-0.020996094,0.17822266,0.9892578
-0.023925781,0.16796875,0.99658203
-0.01953125,0.17089844,0.99414057
-0.025390625,0.17333984,0.98779297
-0.025878904,0.16699219,0.99023443
-0.022460938,0.16748047,0.98828125
-0.028320312,0.16796875,0.9936524
-0.024902344,0.16845703,0.9926758
-0.024902344,0.17089844,0.9916992
-0.027832033,0.16845703,0.9887695
-0.02636719,0.16796875,0.99316406
-0.025878904,0.16503906,0.9887695
-0.025390625,0.17089844,0.9897461
-0.023925781,0.17285156,0.98046875
-0.029296875,0.16894531,0.984375
-0.030273438,0.17480469,0.9838867
-0.024902344,0.17382812,0.98486334
-0.028808594,0.17041016,0.9873047
-0.030273438,0.17089844,0.9824219
-0.027343752,0.17529297,0.98046875
-0.028320312,0.17382812,0.9838867
-0.027343752,0.17236328,0.9833985
-0.021484375,0.17480469,0.9863281
-0.02636719,0.17138672,0.98681647
-0.027343752,0.17236328,0.98828125
-0.027343752,0.1743164,0.9863281
-0.022949219,0.171875,0.9926758
-0.029296875,0.17285156,0.99316406
-0.02636719,0.17089844,0.97119147
-0.024414062,0.17236328,0.9873047
-0.02636719,0.17236328,0.9926758
-0.028320312,0.17041016,0.984375
-0.021484375,0.17333984,0.98193353
-0.027832033,0.17236328,0.984375
-0.02636719,0.17382812,0.98681647
-0.028320312,0.1665039,0.9946289
-0.0234375,0.17285156,0.9853515
-0.021484375,0.16259766,0.99609375
-0.0234375,0.16748047,0.9936524
-0.028320312,0.1743164,0.99121094
-0.025390625,0.17626953,0.9873047
-0.032226562,0.171875,0.9907226
-0.025390625,0.17285156,0.9916992
-0.0234375,0.17333984,0.9897461
-0.02636719,0.17138672,0.98291016
-0.0234375,0.17138672,0.99121094
-0.020996094,0.16748047,0.9926758
-0.025390625,0.17138672,0.9853515
-0.027832033,0.17285156,0.9907226
-0.03125,0.17529297,0.9873047
-0.025878904,0.16894531,0.98828125
-0.02685547,0.1694336,0.99121094
-0.02636719,0.16992188,0.99023443
-0.02685547,0.1665039,0.98291016
-0.028320312,0.16845703,0.984375
-0.028808594,0.171875,0.9863281
-0.025390625,0.17285156,0.9887695
-0.025878904,0.17138672,0.9946289
-0.025878904,0.171875,0.97851557
-0.027343752,0.16894531,0.9887695
-0.0234375,0.16748047,0.9946289
-0.02685547,0.1665039,0.99121094
-0.024902344,0.17089844,0.9951172
-0.027832033,0.1694336,0.98486334
-0.030273438,0.17333984,0.9916992
-0.02636719,0.16503906,0.9936524
-0.020019531,0.17285156,0.99414057
-0.027343752,0.17041016,1.0
-0.02636719,0.16699219,0.99658203
-0.028808594,0.1694336,0.9897461
-0.027343752,0.16992188,0.99121094
-0.03125,0.1665039,0.9926758
-0.025390625,0.16796875,0.98681647
-0.027832033,0.16894531,0.9995117
-0.02685547,0.17089844,0.99218744
-0.028808594,0.17236328,0.9916992
-0.030761719,0.17236328,0.9863281
-0.020996094,0.16992188,0.9897461
-0.030273438,0.1743164,0.9853515
-0.02685547,0.1694336,0.9897461
-0.029296875,0.17236328,0.98828125
-0.028320312,0.16894531,0.98486334
-0.032226562,0.16992188,0.98486334
-0.03173828,0.1694336,0.98828125
-0.024902344,0.16796875,0.99023443
-0.024902344,0.16308594,0.9936524
-0.033691406,0.17626953,0.9873047
-0.030761719,0.17529297,0.9887695
-0.027343752,0.17675781,0.98681647
-0.029785156,0.17089844,0.9790039
-0.027343752,0.17089844,0.9892578
-0.025390625,0.16699219,0.98828125
-0.02636719,0.17382812,0.9873047
-0.030273438,0.16503906,0.9853515
-0.028808594,0.17285156,0.9824219
-0.025390625,0.1694336,0.99218744
-0.029785156,0.17089844,0.9892578
-0.022949219,0.17041016,0.9907226
-0.027343752,0.16796875,0.98486334
-0.027343752,0.16748047,0.9892578
-0.032714844,0.16796875,0.99853516
-0.030273438,0.16796875,0.9907226
-0.027343752,0.1640625,0.9926758
-0.024902344,0.16845703,0.9951172
-0.025390625,0.16845703,0.99316406
-0.027832033,0.16503906,0.99218744
-0.030761719,0.17333984,0.99121094
-0.022949219,0.17529297,0.9926758
-0.024414062,0.17236328,0.98828125
-0.028808594,0.17236328,0.99121094
-0.032226562,0.16552734,0.98828125
-0.028320312,0.17089844,0.9956055
-0.020507812,0.17138672,0.9951172
-0.032714844,0.171875,0.99218744
-0.03125,0.17285156,0.9926758
-0.025390625,0.17236328,0.99609375
-0.024414062,0.1743164,0.9951172
-0.022460938,0.17089844,0.9926758
-0.029296875,0.17626953,0.9951172
-0.022460938,0.17236328,0.99218744
-0.0234375,0.17138672,0.9838867
-0.025390625,0.16796875,0.98779297
-0.02636719,0.18017578,0.98681647
-0.027343752,0.17626953,0.9873047
-0.028808594,0.17529297,0.9838867
-0.028808594,0.17919922,0.99316406
-0.023925781,0.17578125,0.98046875
-0.032226562,0.17236328,0.984375
-0.024414062,0.17529297,0.9946289
-0.025878904,0.17236328,0.98681647
-0.024902344,0.1772461,0.98291016
-0.027832033,0.16601562,0.99218744
-0.033203125,0.16992188,0.9863281
-0.03173828,0.17236328,0.9824219
-0.028808594,0.17578125,0.9838867
-0.02636719,0.17822266,0.9887695
-0.029785156,0.17138672,0.98681647
-0.029785156,0.1665039,0.9838867
-0.034179688,0.17089844,0.99218744
-0.029296875,0.17138672,0.98193353
-0.030273438,0.17382812,0.9897461
-0.022949219,0.17480469,0.984375
-0.024414062,0.1694336,0.99316406
-0.021484375,0.16992188,0.9887695
-0.02685547,0.16992188,0.9897461
-0.033691406,0.16699219,0.98583984
-0.028808594,0.17529297,0.9926758
-0.02685547,0.16894531,0.99023443
-0.03173828,0.16845703,0.9916992
-0.028320312,0.17041016,0.9936524
-0.027832033,0.17138672,0.98779297
-0.023925781,0.1694336,0.9907226
-0.028808594,0.16894531,0.9995117
-0.027343752,0.1694336,0.98779297
-0.028320312,0.16894531,0.98828125
-0.021484375,0.17480469,0.99023443
-0.024902344,0.16894531,0.9936524
-0.024414062,0.1694336,0.99316406
-0.02685547,0.171875,0.9916992
-0.025390625,0.171875,0.99853516
-0.027343752,0.17578125,0.984375
-0.027343752,0.16796875,0.99218744
-0.02636719,0.17285156,0.9926758
-0.022949219,0.17333984,0.98779297
-0.0234375,0.17626953,0.9916992
-0.024414062,0.17041016,0.9863281
-0.025390625,0.16992188,0.9833985
-0.027832033,0.17285156,0.9794922
-0.01953125,0.1694336,0.9926758
-0.028808594,0.17333984,0.98681647
-0.022949219,0.17675781,0.9887695
-0.024902344,0.1694336,0.98583984
-0.0234375,0.17773438,0.98583984
-0.022949219,0.16845703,0.9916992
-0.027832033,0.17285156,0.9833985
-0.028320312,0.16894531,0.98291016
-0.034179688,0.17382812,0.9892578
-0.03125,0.17773438,0.98828125
-0.02685547,0.171875,0.97753906
-0.027343752,0.16894531,0.98779297
-0.033691406,0.17382812,0.98095703
-0.024414062,0.17138672,0.9794922
-0.03466797,0.16699219,0.98779297
-0.027343752,0.17675781,0.98681647
-0.025878904,0.17089844,0.98095703
-0.02636719,0.17236328,0.9873047
-0.024902344,0.17480469,0.9916992
-0.03125,0.16748047,0.9824219
-0.028320312,0.171875,0.9916992
-0.029785156,0.1665039,0.9887695
-0.023925781,0.17333984,0.9838867
-0.028808594,0.171875,0.9936524
-0.022949219,0.17041016,0.9887695
-0.021484375,0.16503906,0.9951172
-0.029296875,0.1743164,0.9887695
-0.027832033,0.1694336,0.9951172
-0.025878904,0.16845703,0.99023443
-0.030761719,0.1694336,1.0004883
-0.0234375,0.16552734,0.9916992
-0.02636719,0.16455078,0.9990235
-0.030273438,0.16455078,0.9916992
-0.01953125,0.16992188,0.99755853
-0.024902344,0.16601562,0.99414057
-0.025390625,0.16748047,0.99414057
-0.02636719,0.16894531,0.9995117
-0.028320312,0.17041016,1.003418
-0.029296875,0.1665039,0.9907226
-0.030273438,0.1665039,0.99121094
-0.02685547,0.1743164,0.99853516
-0.037109375,0.16992188,0.99609375
-0.028808594,0.16699219,1.0019531
-0.024902344,0.16699219,0.9990235
-0.020996094,0.16845703,0.99414057
-0.029785156,0.16894531,0.9970704
-0.027343752,0.1665039,0.9887695
-0.02636719,0.16699219,0.99218744
-0.032226562,0.17138672,0.9916992
-0.027343752,0.17333984,0.9956055
-0.030761719,0.16894531,0.99218744
-0.033203125,0.16210938,0.9873047
-0.03466797,0.16845703,0.9897461
-0.03173828,0.17041016,0.9853515
-0.029785156,0.1694336,0.9926758
-0.027832033,0.16552734,0.99023443
-0.028808594,0.16357422,0.9887695
-0.03125,0.16748047,0.98681647
-0.027832033,0.16357422,0.97753906
-0.037109375,0.17236328,0.97558594
-0.03173828,0.16503906,0.9838867
-0.029785156,0.16992188,0.9716797
-0.03125,0.16552734,0.9780274
-0.030273438,0.16455078,0.9790039
-0.03173828,0.17089844,0.9770508
-0.032226562,0.17041016,0.97216797
-0.03125,0.16748047,0.98486334
-0.030273438,0.1694336,0.97656244
-0.030761719,0.17089844,0.9853515
-0.030761719,0.1743164,0.97656244
-0.028808594,0.16894531,0.9897461
-0.028320312,0.16796875,0.9926758
-0.03173828,0.1665039,0.9863281
-0.028320312,0.17041016,0.9838867
-0.028808594,0.16992188,0.99218744
-0.028320312,0.17382812,0.99658203
-0.020996094,0.16552734,0.9887695
-0.032714844,0.17382812,0.9907226
-0.03173828,0.17529297,0.9946289
-0.025878904,0.17382812,0.99658203
-0.025878904,0.17333984,0.99755853
-0.025390625,0.171875,1.0097656
-0.029296875,0.171875,1.0092773
-0.024902344,0.16748047,1.0009766
-0.027343752,0.16699219,0.9970704
-0.02685547,0.16894531,0.99609375
-0.03125,0.17089844,1.0004883
-0.025390625,0.17138672,0.99121094
-0.024902344,0.1694336,0.99121094
-0.0234375,0.16796875,0.9916992
-0.024902344,0.16552734,0.9916992
-0.0234375,0.16845703,0.98828125
-0.028320312,0.16992188,0.9892578
-0.023925781,0.17626953,0.98779297
-0.028808594,0.17041016,0.98583984
-0.022949219,0.17626953,0.9799804
-0.025878904,0.17578125,0.98095703
-0.03173828,0.18017578,0.97753906
-0.034179688,0.18310547,0.9770508
-0.033691406,0.18554688,0.9790039
-0.033691406,0.18115234,0.97851557
-0.033203125,0.18115234,0.9853515
-0.034179688,0.17480469,0.97119147
-0.03466797,0.18261719,0.98046875
-0.037597656,0.1821289,0.9716797
-0.03857422,0.18408203,0.9780274
-0.037109375,0.1821289,0.98046875
-0.030273438,0.18261719,0.9833985
-0.03515625,0.18310547,0.9838867
-0.025878904,0.18066406,0.9838867
-0.029296875,0.17675781,0.98681647
-0.029296875,0.17919922,0.9853515
